User,Type_Offline,Confidence_Offline,Events
jaro-rokan,Human,0.773,7
jarvis2324,Unknown,,1
jasiek,Unknown,,1
jasine,Human,0.795,5
jaucampbell11,Unknown,,4
javierpayan10,Unknown,,1
jay-johnson,Unknown,,2
jay7-dev,Unknown,,1
jayhowey,Human,0.717,6
jaysic470,Unknown,,1
jayteealao,Unknown,,1
jbkaufman,Unknown,,1
jbrockmendel,Human,0.827,300
jc-ibarra,Unknown,,1
jck-blck,Human,0.837,9
jcmgray,Human,0.934,79
jdgg777,Human,0.795,5
jdjose99,Unknown,,1
jdotcee,Unknown,,2
jedwardj,Bot,0.45,7
jeelfaldu7,Unknown,,1
jeffrey-ke,Unknown,,1
jeremander,Unknown,,1
jeremy-feng,Human,0.667,18
jesusjsc,Unknown,,1
jfuruness,Bot,0.047,5
jgehrcke,Unknown,,2
jhancock1975,Unknown,,2
jhonf3606,Unknown,,1
ji-ze,Unknown,,2
jiachangliu,Unknown,,1
jialinlvcn,Unknown,,2
jiangliheng,Human,0.747,7
jiewei-LIN,Unknown,,2
jingls,Unknown,,1
jinyouww,Unknown,,1
jinzaicn,Unknown,,1
jjclark1982,Unknown,,4
jjhelmus,Human,0.827,177
jjrohal,Unknown,,1
jkingslake,Human,0.486,5
jkjkil4,Unknown,,1
jlapaix,Unknown,,2
jlevypaloalto,Unknown,,4
jmaczan,Human,0.747,6
jmkim0,Unknown,,3
jmowen,Unknown,,3
jmpcosta,Unknown,,1
jni,Human,0.844,300
jnice-81,Unknown,,2
jnooree,Human,0.851,30
joaoe,Human,0.682,8
joaomarcalst,Unknown,,3
joaopalmeiro,Human,0.902,40
joehiggi1758,Human,0.831,18
joel9779,Unknown,,1
joeyryan,Unknown,,1
johanflorez,Unknown,,1
john-science,Bot,0.386,9
johnaparker,Unknown,,1
johndfowler,Unknown,,3
johnhenning,Unknown,,1
johnnychtlac,Unknown,,4
jonaheaton,Unknown,,2
jonbaer,Human,0.548,10
jonn-smith,Unknown,,2
jonpovey,Unknown,,1
joolstorrentecalo,Bot,0.173,6
joonaskalda,Unknown,,1
jordantete,Unknown,,2
jorenham,Human,0.887,300
jorgerance,Unknown,,1
jorisv,Human,0.876,300
josenxx,Unknown,,2
joshrdlr,Unknown,,1
joshuabonnel4,Unknown,,1
joyboy67,Human,0.65,10
joyoforigami,Unknown,,1
jpengFDU,Unknown,,1
jpsalo,Unknown,,1
jrbourbeau,Human,0.937,300
jrojewski,Unknown,,2
jsaladich,Bot,0.382,10
jseop-lim,Unknown,,2
jshahbazi,Unknown,,2
jslavin,Human,0.838,24
jsnel-ct,Unknown,,1
jsnguyen,Unknown,,1
juancvielma,Unknown,,1
julencw,Unknown,,1
jululuian,Unknown,,1
jurschreuder,Unknown,,1
jusevitch,Human,0.397,28
just-kk2001,Unknown,,1
just4fun,Unknown,,2
justagist,Unknown,,3
justinchuby,Human,0.879,6
justinshaohi,Unknown,,3
juveria-amjad,Unknown,,1
jwclouddg,Unknown,,2
jwlee9,Unknown,,1
jxmyrup95,Unknown,,4
jxtngx,Unknown,,2
jyoti-bhogal,Unknown,,2
k-basinski,Unknown,,1
k-kamioosawa,Unknown,,1
k4Y53N,Unknown,,3
kaichen,Human,0.747,6
kalex97,Unknown,,1
kamalfarahani,Unknown,,2
kannanjayachandran,Human,0.911,16
kannishk,Human,0.892,6
karOK12,Unknown,,1
karajan1001,Human,0.821,26
karenkaroline-bastos,Unknown,,1
karhdz89,Unknown,,2
karimelgazar,Unknown,,1
karina-da,Unknown,,1
karl-emilbp,Unknown,,3
kashifulhaque,Unknown,,4
kashmunkey,Unknown,,4
kassasin,Unknown,,1
kazats,Unknown,,2
kazunily,Unknown,,1
kchops,Unknown,,1
keanusales,Human,0.262,13
kechprog,Unknown,,1
keewis,Human,0.912,300
keibe80,Unknown,,1
kekatzmann,Unknown,,2
kenta19860727,Human,0.707,6
keremaygun,Unknown,,2
kevinknights29,Unknown,,1
kevkle,Human,0.849,14
kfeng123,Human,0.708,10
kgdrathan,Unknown,,1
kgurnani,Bot,0.02,46
khklau,Human,0.795,5
kidmam,Unknown,,2
kilianstrasser,Unknown,,1
kingmakerkor,Unknown,,1
kirivsor,Unknown,,3
kiruthikavaradarajan,Unknown,,1
kiuchi1337,Human,0.338,5
kknippenberg11,Unknown,,1
kkshitish9,Bot,0.348,5
kmaehashi,Human,0.856,300
kmlg708,Unknown,,2
kmx2,Unknown,,1
kobe-kranz,Unknown,,1
kodzy,Unknown,,1
kolamp,Unknown,,1
kolharsam,Unknown,,2
komahanb,Unknown,,1
kontrakote,Unknown,,1
kousw,Unknown,,1
kp2pml30,Unknown,,2
kparikh-tenup,Unknown,,4
kplanken,Human,0.293,13
kreldjarn,Unknown,,1
kristianolesenlarsen,Unknown,,1
krisutofu,Unknown,,1
krlptrck,Unknown,,1
krmao,Human,0.561,8
krthr,Unknown,,2
krupal-p,Unknown,,1
krystaltaylar,Unknown,,1
ksadgum,Bot,0.482,6
ksami,Unknown,,1
ksmasood,Unknown,,1
ksmith-utilidata,Unknown,,3
kttan410,Unknown,,1
kuailejiandan,Unknown,,3
kubo3210,Unknown,,1
kud1,Unknown,,1
kujaomega,Unknown,,1
kukaiden,Unknown,,1
kuko6,Unknown,,1
kursataktas,Human,0.799,14
kurt-mueller-osumc,Unknown,,1
kurtpan666,Unknown,,2
kvnglb,Unknown,,4
kwadhokota,Unknown,,1
kwangki-kim,Unknown,,1
kylezhangwei,Human,0.795,5
kziemski,Human,0.738,19
laarohi,Human,0.305,9
lagru,Human,0.958,300
laminko,Unknown,,4
lamnguyenx,Unknown,,1
lanesket,Unknown,,2
laniakea,Human,0.673,19
laola1412,Human,0.339,5
lastknownimage,Unknown,,1
lateshift,Unknown,,3
latexalpha,Unknown,,2
lauramcclinton,Unknown,,1
lbalby,Unknown,,1
lbug,Unknown,,3
lclichen,Unknown,,1
ldlsn1,Unknown,,3
learntimes,Unknown,,3
lebrosoft,Human,0.619,12
lee101,Unknown,,1
leftys,Unknown,,4
lehkost16,Unknown,,2
leixy76,Unknown,,1
leofang,Human,0.833,300
leongkui,Unknown,,1
leoni745,Unknown,,1
leonorae,Unknown,,1
lesshaste,Human,0.401,28
levtoji,Unknown,,1
levyyoung,Unknown,,1
lewismj,Unknown,,1
leyalaoshan,Human,0.643,15
leycec,Human,0.934,58
lhduc02,Unknown,,3
liaozhangsheng,Unknown,,2
libhgis,Unknown,,2
lieheng-1,Unknown,,1
liheinz,Unknown,,1
lijun20,Unknown,,1
lil-blue-curve,Unknown,,3
lililuya,Unknown,,1
limos22,Unknown,,1
lin-snow,Unknown,,1
lin0zhi,Unknown,,1
lindexin168,Unknown,,1
linhhoang-ex,Unknown,,2
linkdd,Unknown,,1
linus-md,Human,0.96,174
linusng,Unknown,,2
linux-devil,Unknown,,1
liorhzm,Human,0.152,9
lip1121,Unknown,,2
lippytm,Unknown,,3
liqwik,Human,0.795,5
litiansuo12,Unknown,,2
liu4113231988,Unknown,,4
liukaijv,Unknown,,3
liuweichao,Unknown,,1
liuwwang,Unknown,,1
liuzhilong62,Unknown,,1
livelace,Unknown,,1
livexia,Unknown,,1
lixinyang123,Unknown,,2
liyong357,Unknown,,1
lizhouming,Unknown,,1
ljgdasfhk,Bot,0.121,7
ljubomirj,Unknown,,2
ljz572000,Unknown,,1
llastique91,Unknown,,1
llou,Unknown,,1
lluciius,Unknown,,2
locussam,Unknown,,1
logb27,Unknown,,3
logikstate,Unknown,,1
lokeshujjwal,Unknown,,1
lonelyhentxi,Unknown,,1
longcpp,Human,0.795,5
lordang,Unknown,,1
lordvins226,Human,0.758,10
lorenalacombe,Unknown,,1
lorentzenchr,Human,0.955,300
lorenzo-cmyk,Unknown,,4
lorepieri8,Human,0.936,13
loretoparisi,Unknown,,1
louisprimeau,Unknown,,1
lovelynewlife,Human,0.561,7
lowlevel-1989,Unknown,,1
lpardey,Unknown,,2
lpdink,Unknown,,2
lpsinger,Human,0.937,300
lswc225,Unknown,,1
luanfr-sd,Unknown,,1
lucas6028,Unknown,,2
lucascolley,Human,0.925,300
lucasgrvarela,Human,0.08,5
lucaslibshutz,Unknown,,1
lucastheisen,Unknown,,1
lucianopaz,Human,0.941,300
luckyMUMU,Unknown,,1
luficerg,Unknown,,3
luisnquin,Unknown,,1
luisrr01,Unknown,,1
luizhslima,Human,0.712,10
lukefleed,Unknown,,1
lukepark327,Unknown,,1
lumike94,Unknown,,3
lumilaoy,Unknown,,1
lunarifish,Unknown,,2
luokizz,Unknown,,2
luxedo,Human,0.96,144
lvllvl,Human,0.849,8
lycpaul,Unknown,,4
lyggyhmm,Unknown,,2
lyheangUNG,Unknown,,1
lysnikolaou,Human,0.927,300
m-atisa,Unknown,,1
m-clare,Human,0.348,8
m0sh1x2,Unknown,,1
machbio,Unknown,,2
madebywelch,Unknown,,1
madjohn64,Unknown,,1
madsenwattiq,Unknown,,2
magnodealer,Unknown,,1
mahdi-abd,Unknown,,1
mahmutyvz,Unknown,,2
makhweb,Unknown,,1
maksimslv1,Unknown,,1
malats,Unknown,,2
malharg,Unknown,,2
maliqq,Unknown,,1
malirita,Unknown,,1
malytinKonstantin,Unknown,,1
man-incom,Unknown,,1
manodeep,Human,0.696,118
mansoor2016,Unknown,,1
manuelkonrad,Unknown,,1
manuelmenzella,Unknown,,4
manx52,Unknown,,1
marcoemorais,Unknown,,3
marcosdecarvalho,Human,0.747,6
marcososagarcete,Unknown,,1
marcozzxx810,Human,0.805,15
marcrue,Unknown,,1
mariana9pb,Unknown,,1
marinoandrea,Unknown,,1
marisolcontreras1,Unknown,,4
mark-bear,Unknown,,1
markgras,Unknown,,3
markluff,Unknown,,1
markmialik,Unknown,,1
marqvi,Unknown,,2
martinResearch,Human,0.717,26
maruel,Unknown,,1
masayaPrivate,Unknown,,1
masteusz,Unknown,,1
matheusfrancisco,Unknown,,1
matncb,Unknown,,1
matt-888,Human,0.725,7
matt98798809,Unknown,,1
matteoruth,Unknown,,1
matthew-brett,Human,0.965,300
matthewfeickert,Human,0.751,300
matthiasdiener,Human,0.735,300
mattip,Human,0.807,300
mavyfaby,Unknown,,2
maxlin-ipp,Unknown,,4
maxrausch,Human,0.922,18
maxspahn,Unknown,,2
mayeut,Human,0.913,25
mbrukman,Human,0.491,19
mcbuckeye,Unknown,,2
mcepl,Human,0.944,29
mcleantom,Human,0.926,5
mcot99,Unknown,,2
mdaffailhami,Unknown,,1
mdboom,Human,0.914,9
mdhaber,Human,0.773,300
mdisprgm,Unknown,,2
mdzubayerhossain,Unknown,,1
mef51,Unknown,,3
melissawm,Human,0.941,300
menisadi,Human,0.795,5
meo-s,Unknown,,1
mergify[bot],Bot,1.0,300
merthmagic,Unknown,,1
mhsmith,Unknown,,3
mhvk,Human,0.876,300
micc99,Unknown,,3
miccoli,Human,0.916,43
michael-f-smith,Unknown,,3
michaelp11,Unknown,,1
michaelvandenberg,Unknown,,1
michelledeeney85,Human,0.873,5
mihdicaballero,Unknown,,2
mihok,Unknown,,1
mihtm13,Unknown,,3
mikeatm,Unknown,,1
mikotaichou,Human,0.473,8
minhoryang,Unknown,,2
minkooseo,Unknown,,1
mirabdi,Unknown,,1
mito310-kc,Unknown,,4
miurban,Unknown,,3
mixeden,Human,0.708,9
mj-designthinks,Unknown,,2
mjlee111,Unknown,,1
mjuergensen,Unknown,,1
mkashirin,Unknown,,1
mkfahim,Unknown,,2
mkkey,Unknown,,1
mkmksto,Unknown,,1
mmartinazzo72,Unknown,,1
mmoyao,Unknown,,1
mobinveisy,Human,0.41,6
mofukommit,Unknown,,1
mohitreddy1996,Unknown,,4
mohosseinzadeh,Unknown,,2
mojowebs,Unknown,,1
molodofo,Unknown,,1
monikasingh8097,Unknown,,1
monsieur7,Unknown,,1
monzelr,Human,0.716,9
moohax,Unknown,,1
mookor,Unknown,,1
morethan987,Unknown,,1
mosubpink,Unknown,,1
motogururec,Unknown,,3
mpadge,Human,0.899,300
mpelka,Unknown,,1
mpiedrav,Human,0.211,24
mrakgr,Bot,0.045,35
mrdmnd,Unknown,,1
mrferguson-md,Unknown,,1
mrluin,Unknown,,1
mrravipandee,Unknown,,1
msBRF65,Unknown,,1
mshakilt,Unknown,,1
mtelka,Human,0.874,34
mtriff,Unknown,,1
mtsokol,Human,0.962,300
mukulpatnaik,Human,0.735,10
mulker95,Unknown,,2
mumupika,Unknown,,4
munisp,Unknown,,2
murdock-grewar,Human,0.635,11
musicinmybrain,Human,0.945,178
musm,Human,0.929,23
mustafa-guler,Unknown,,1
musvaage,Human,0.942,103
mutjan,Unknown,,1
mvdnet,Unknown,,2
mvinyard,Human,0.722,5
mwcoleman,Unknown,,3
mweitner,Human,0.134,12
mwx23,Unknown,,2
mychamli,Unknown,,1
mykytanikitenko,Unknown,,1
n-bes,Human,0.464,8
n-gude,Unknown,,2
n24q02m,Unknown,,1
naisu-dev,Unknown,,1
nandan-varma,Unknown,,1
nanenya,Unknown,,2
nanoes,Unknown,,2
naperman,Unknown,,3
nascky,Bot,0.036,5
nasmaalsultan,Unknown,,3
natefduncan,Unknown,,1
natheryinan,Unknown,,1
naveeddanaee,Bot,0.125,7
naveen2728,Unknown,,1
naxeion,Unknown,,4
nayak-nirmalya,Human,0.758,7
nbyl26,Bot,0.196,5
nchaimov,Unknown,,2
neilkale,Unknown,,1
nekcod,Unknown,,1
nemezo,Human,0.747,6
nemo,Unknown,,1
nenb,Human,0.757,10
neoheartbeats,Unknown,,1
nepoaquino,Unknown,,1
neu-yuezhang,Unknown,,1
neutrinoceros,Human,0.929,300
nevermore23274,Unknown,,1
neverrop,Unknown,,1
nevsan,Unknown,,1
newborn-code,Unknown,,1
newdee,Unknown,,2
nf-testing,Unknown,,1
ngfreiter-org-11,Unknown,,1
ngfuong,Unknown,,1
ngli-me,Unknown,,2
ngoldbaum,Human,0.959,300
ngoldbla,Unknown,,1
ngsanogo,Human,0.671,8
nguyn21012003,Unknown,,1
ngyinze,Unknown,,1
nicelife729,Unknown,,1
nicholasrossano,Human,0.368,5
nickodell,Human,0.924,220
nicoRomeroCuruchet,Unknown,,1
nidao003,Unknown,,1
nigulasiha-shiqi,Unknown,,1
nikhil-rai-ds,Unknown,,1
nikhilkanamadi,Unknown,,1
niklashenning,Human,0.712,6
nikolay,Human,0.795,5
nikostr,Unknown,,1
nikosvaggalis,Unknown,,2
nikotakx,Unknown,,1
nirw4nna,Unknown,,1
nischayverma0940,Unknown,,1
nitinongit,Human,0.78,18
njzjz,Human,0.886,300
nkumar217,Unknown,,1
nnahle01,Unknown,,1
nocoding03,Human,0.943,20
nofeetbird0321,Unknown,,4
nomiscientist,Unknown,,3
noneback,Unknown,,2
noorains,Unknown,,4
nordbrg,Unknown,,1
nossika,Unknown,,1
nsandarma,Unknown,,1
nsithao,Unknown,,1
ntessore,Human,0.808,53
nullHawk,Human,0.937,5
nullSoup,Bot,0.146,35
nullabyss,Unknown,,1
nutthawit,Unknown,,1
nvandamme,Bot,0.301,9
obidahali,Unknown,,1
ocean-biscuit,Unknown,,1
ocefpaf,Human,0.421,300
odoochain,Unknown,,2
oerki,Unknown,,1
oganm,Human,0.226,10
ogencoglu,Human,0.858,8
ok1edok1e,Unknown,,2
okysky1121,Unknown,,3
olantwin,Unknown,,2
olcc,Human,0.91,27
ollybritton,Human,0.483,59
olu-fela,Unknown,,1
omid-ak,Unknown,,1
omomadcat,Unknown,,2
openSUSE-Python,Unknown,,2
orange-sy,Unknown,,1
orangetcy,Unknown,,1
oscararmasluy,Unknown,,2
osolmaz,Unknown,,3
osteotek,Unknown,,3
ouriemchi4dev,Unknown,,1
owainkenwayucl,Human,0.754,10
owen800q,Unknown,,1
oxdc,Human,0.795,5
p-t-4-h,Unknown,,1
p13rr0m,Human,0.73,10
p32929,Unknown,,1
p3droparamo,Unknown,,2
pabboat,Unknown,,1
pabl-o-ce,Unknown,,3
pacifikus,Human,0.73,10
pahansen95,Unknown,,2
paleolimbot,Human,0.928,231
panexe,Unknown,,1
paraynaud,Human,0.751,9
parejkoj,Human,0.777,36
patepelo,Unknown,,4
patrick-kidger,Human,0.906,7
patricklucescu,Unknown,,2
patthayer3,Unknown,,1
paul-talma,Unknown,,2
pauldebayan,Unknown,,3
paulshuker,Unknown,,3
paultiq,Human,0.945,29
pavandandla,Unknown,,2
pdifranc,Unknown,,1
pdipalm,Unknown,,2
peach-water,Unknown,,1
pearu,Human,0.928,261
pedrodinisf,Unknown,,1
peiwenxu,Unknown,,1
pentschev,Human,0.923,300
pescap,Human,0.862,16
peter-janderks,Unknown,,1
peterjc123,Unknown,,1
peteryuX,Unknown,,1
pezy,Unknown,,4
pgerbino,Unknown,,1
phamgialinhlx,Unknown,,1
phanmn,Unknown,,1
phasorhand,Unknown,,1
phongsakornp,Unknown,,1
pink10000,Unknown,,1
pjfifi,Unknown,,1
pjj,Unknown,,1
pkubik,Unknown,,1
pleomax0730,Unknown,,2
pmallela,Unknown,,1
pnunna93,Human,0.495,7
poidc32,Unknown,,1
poivronjaune,Unknown,,1
pokilisay,Unknown,,1
polianafiorot,Unknown,,1
potatoboiler,Human,0.589,12
potncoffee,Unknown,,1
pradeeplingampelly,Unknown,,1
prajwalhaniya,Unknown,,2
prak-wkd,Unknown,,3
pranam-s,Unknown,,3
prasetiyohadi,Unknown,,1
prashiyn,Unknown,,1
prathmesh-jagtap,Unknown,,3
pratinavseth,Unknown,,1
pratouis,Unknown,,1
preetikumari5,Unknown,,1
primapwd,Unknown,,1
prime-97,Unknown,,1
pro4jhu,Unknown,,1
probstal,Unknown,,2
psadac,Unknown,,1
pyoner,Unknown,,1
q121q,Unknown,,1
qgxx,Unknown,,2
qianqicom,Unknown,,2
qin1601928228,Unknown,,1
qinisonhlakaniphoxulu,Unknown,,3
qksdbsgh,Human,0.419,7
qmchenry,Unknown,,1
qnx-ports,Unknown,,2
qq776355102,Unknown,,1
qu-jiagang,Unknown,,1
queirvz,Human,0.667,19
quueeeuuuueeeee,Unknown,,1
qvike,Unknown,,1
qxiang88,Human,0.758,10
r-devulap,Human,0.898,300
r-rishit27,Unknown,,1
r-ssek,Unknown,,1
r0yzer,Unknown,,1
rabchang,Unknown,,1
rachmadvwp,Unknown,,1
radenrishwan,Unknown,,1
rajathkannabiran,Unknown,,4
rajatsandeepsen,Unknown,,1
rajkirankv,Unknown,,4
rajkumarrb,Unknown,,3
ralphwillgoss,Unknown,,3
ramanujan1729,Unknown,,2
rancorm,Unknown,,3
randolf-scholz,Human,0.965,230
rankinsnfn,Unknown,,1
ranmarkdown,Unknown,,2
ranyangpj,Unknown,,2
rayrrr,Unknown,,1
rayvellion,Unknown,,2
razorscythe,Unknown,,2
rbarragan87,Unknown,,1
rbebb,Unknown,,1
rbtyan,Unknown,,1
rcmdnk,Unknown,,1
real-Xuan,Unknown,,1
real-jiakai,Human,0.747,8
recurrentimh,Unknown,,1
redshifttt,Unknown,,1
reggiepy,Unknown,,4
rehan678p,Unknown,,1
renatovcs,Unknown,,1
renhai-lab,Unknown,,1
reonokiy,Unknown,,2
rerrahkr,Unknown,,2
restalvian,Unknown,,1
revirth,Unknown,,2
rgommers,Human,0.893,300
rhseung,Unknown,,1
rhugonnet,Human,0.958,136
ribery77,Unknown,,2
ricardoc15,Unknown,,1
ricardocanelas,Human,0.828,8
richard-scott,Unknown,,3
richardadonnell,Human,0.544,8
rickyplc,Unknown,,1
ridaouiafaf,Unknown,,1
rileyrockwell,Unknown,,3
rishabh135,Unknown,,3
rishic3,Human,0.501,7
rishureetesh,Unknown,,1
ritamgit-alt,Unknown,,1
riverback,Unknown,,2
rizki96,Unknown,,1
rjvillegasm,Unknown,,2
rk20230111,Unknown,,3
rkern,Bot,0.38,300
rmallof,Human,0.699,39
rmodesitt,Unknown,,1
rmurray2,Unknown,,1
rnv812,Unknown,,1
robinrheem,Unknown,,3
robsingh,Unknown,,1
roccoagain,Unknown,,2
rockaline,Unknown,,1
rocky-lq,Unknown,,1
roehling,Human,0.506,12
rogcomfox,Unknown,,2
roger-,Unknown,,3
roguh,Unknown,,3
rohautl,Unknown,,2
rokku-c,Unknown,,1
rokrerum,Unknown,,1
romainduc421,Bot,0.666,29
roman-tolchenov,Unknown,,1
romeand,Unknown,,1
romello0708,Unknown,,1
rongou,Human,0.852,73
roshankarande,Unknown,,1
rossbar,Human,0.945,300
rossihwang,Unknown,,1
rowanworth,Unknown,,4
rroberts11,Unknown,,1
rruuaanng,Unknown,,4
rteqs,Human,0.663,5
rtitton,Unknown,,2
ruema,Human,0.747,7
rufkeya,Unknown,,4
runan520,Unknown,,2
rundvrun,Unknown,,2
runnphoenix,Unknown,,2
rupert0,Unknown,,1
rushi-the-neural-arch,Unknown,,1
ryancee,Unknown,,2
ryqdev,Unknown,,1
rysuds,Human,0.773,8
ryviuszero,Unknown,,2
ryzmdn,Unknown,,1
s-simsek,Unknown,,1
sachiel3rd,Unknown,,1
saeedghsh,Unknown,,1
sagi-ezri,Human,0.757,30
sahiba-chopra,Unknown,,2
sajid-nazir,Unknown,,1
sam-bristow,Human,0.437,5
samarjitsahoo,Bot,0.013,6
sambaPython24,Human,0.491,17
samiloztoprak,Unknown,,3
samimhidia1,Unknown,,1
samk07,Unknown,,1
samsja,Human,0.74,5
samuelbutler,Unknown,,3
sandrarors,Unknown,,1
sanshao,Human,0.747,6
santacodes,Human,0.957,300
sarmadgulzar,Unknown,,3
satanluimm,Unknown,,2
saurabhm0709,Unknown,,1
savage69kr,Human,0.773,7
savnoe9,Unknown,,1
sbsb99,Unknown,,1
sbusso,Unknown,,4
sca255,Unknown,,1
scaldara55,Unknown,,1
schmidtfa,Human,0.904,10
scottrbrtsn,Unknown,,1
sdahdah,Human,0.817,12
sealeddefendant,Unknown,,1
seanl01,Unknown,,1
sebaram,Unknown,,1
sebaspasker,Unknown,,1
sebastianvitterso,Unknown,,2
seberg,Human,0.894,300
sebreens,Unknown,,1
sebschub,Human,0.88,5
secondwtq,Human,0.828,7
seetarampandeygit,Unknown,,1
seewant,Unknown,,1
seiko2plus,Human,0.917,300
senthilnayagam,Unknown,,1
sephirtoh,Unknown,,1
sereprz,Unknown,,1
sergiopasra,Human,0.959,131
setbit123,Human,0.829,15
setton-c,Unknown,,1
seungboAn,Unknown,,1
seyyed-amirreza-hosseini,Unknown,,3
sf2718,Human,0.652,11
sfrandsen,Human,0.652,5
sgch1982,Unknown,,1
shahinmg,Unknown,,1
shakjak,Unknown,,1
shamarrz,Unknown,,1
shamnesiac,Unknown,,1
sharkLoc,Unknown,,1
shayanjame,Human,0.747,6
shenanigansd,Unknown,,1
shengjie1980,Unknown,,1
shevisj,Unknown,,1
shibaa987,Unknown,,1
shijiandaizouyiqie,Unknown,,2
shinewm,Unknown,,3
shinobiultra,Unknown,,1
shiux-lab,Unknown,,1
shivkatira,Unknown,,4
shjoo06,Unknown,,2
showgood163,Unknown,,1
shoyer,Human,0.932,300
shraddhazpy,Unknown,,2
shuen2023,Human,0.747,8
shuklaritvik-navi,Unknown,,1
shuveb,Unknown,,1
sibellavia,Unknown,,1
sikang99,Unknown,,1
silvaa09,Unknown,,1
simanto-03,Unknown,,1
simonaltrogge,Human,0.502,6
simonbermudez,Unknown,,1
simonbohnen,Human,0.626,17
simonerufo,Unknown,,1
simonholm,Unknown,,1
simonschoelly,Unknown,,1
singularity-htmagarh,Unknown,,1
sinocxg,Unknown,,1
sirbrasscat,Unknown,,1
sirfoga,Unknown,,1
sivak1rl,Unknown,,1
sixplatemizu,Unknown,,1
skovati,Unknown,,4
skystriker1997,Unknown,,1
slenderq,Unknown,,2
smac89,Unknown,,1
small-pai,Unknown,,4
smallhorse310,Unknown,,1
snehalpatel-8451,Unknown,,2
snitish,Human,0.882,71
snownd,Unknown,,1
so298,Human,0.723,12
sola7693,Unknown,,1
solar0037,Unknown,,4
sondelll,Unknown,,4
sonh,Unknown,,1
sonmibz,Unknown,,1
soong2,Unknown,,1
sotha-sil-zen,Unknown,,3
soumynon4,Unknown,,1
southliu,Unknown,,3
spec-benno,Unknown,,4
spencerjirehcebrian,Unknown,,1
sphamba,Bot,0.196,5
spiral023,Human,0.145,8
sponnusa,Unknown,,2
spsvihla,Unknown,,2
srikantpatnaik,Unknown,,1
srinify,Unknown,,2
srjsunny,Human,0.714,6
srvo,Human,0.512,10
sshao0516,Unknown,,2
sshorse731,Unknown,,1
staffan-haglund,Unknown,,2
stamate,Unknown,,1
starbo-0p,Unknown,,1
stefanondisponibile,Unknown,,1
stefanv,Human,0.929,300
steppi,Human,0.959,300
sterrettm2,Human,0.235,10
steveiliop56,Unknown,,1
stevenrjanssens,Unknown,,3
stoensin,Unknown,,3
stoyan2000,Bot,0.316,7
stru99ler,Unknown,,1
strugglepanda,Unknown,,1
stubbiali,Unknown,,1
student1304,Unknown,,4
stupidhumans,Human,0.634,6
stur86,Unknown,,1
suderui,Unknown,,4
sudoghut,Unknown,,3
suhyoung89,Human,0.499,8
sumine,Unknown,,1
sumitsrimani,Unknown,,1
sunilgits2005,Unknown,,1
sunlei,Human,0.672,5
suoaao,Unknown,,1
surplus-dev,Unknown,,2
sutatoruta,Unknown,,3
suyogdahal,Unknown,,2
sveinung-r,Human,0.908,17
svetlozar,Unknown,,1
swagkoyi,Unknown,,1
swearer23,Unknown,,2
swemeshy,Unknown,,1
synico,Unknown,,3
syuchan1005,Unknown,,1
syxb2,Unknown,,4
szpth,Unknown,,1
t-tasin,Human,0.298,7
tadev,Unknown,,2
tae-jun,Unknown,,1
tahahah,Unknown,,1
tak884,Unknown,,1
taka110811,Unknown,,4
takagi,Human,0.881,300
taku555wrc,Unknown,,1
talkain,Unknown,,1
tamnva,Human,0.179,17
tan5166,Unknown,,1
tanelpoder,Unknown,,1
tangh18,Unknown,,2
tangram,Unknown,,1
tanishy7777,Human,0.957,82
tanjianye,Unknown,,1
taozzwu,Unknown,,2
tapilina-marinajec,Unknown,,1
tasmaganbetov-aidosther,Unknown,,1
tataganesh,Human,0.876,10
tataliko333,Unknown,,1
tatyi-dumornaymus,Unknown,,1
tavallaie,Unknown,,2
tay-byotik,Unknown,,1
tbscarthtrig,Unknown,,1
tcyrus,Unknown,,1
tddschn,Human,0.659,12
techntools,Unknown,,1
techyorzl,Unknown,,1
tedmeftah,Unknown,,1
tehmirber,Unknown,,1
tejbir-singh,Unknown,,2
telam,Unknown,,2
telpyk,Unknown,,1
temeddix,Human,0.898,5
tennis0870ro,Unknown,,1
teropa,Unknown,,1
terryli710,Unknown,,1
tetmin,Unknown,,1
teufl42bio,Unknown,,1
tghxmjx,Unknown,,1
tgrimm-KMT,Unknown,,1
tgryjovacor,Unknown,,1
tguichaoua,Unknown,,1
tgy,Human,0.928,19
thatsh0ttx3er,Unknown,,1
thawro,Unknown,,3
thaysekharoline,Unknown,,1
thcom-anawat,Unknown,,1
the-ALAM,Human,0.608,8
the-jsc,Unknown,,1
the-star-sea,Unknown,,1
theAeon,Human,0.87,220
theGreatX,Unknown,,1
theintz,Unknown,,2
thejuda,Unknown,,1
theloniousomori,Unknown,,1
thiagomarchesi,Unknown,,1
thibaultmougin,Unknown,,1
thickfive,Unknown,,1
thimslugga,Human,0.747,6
thomascherickal,Human,0.846,11
thorn-jmh,Unknown,,1
thukuyoma,Unknown,,1
thultm,Unknown,,1
thuptenDukpa,Unknown,,1
tianjian-sky,Unknown,,2
tianjinsa,Unknown,,1
tianlinliang,Unknown,,3
tiburoncita-bebe,Unknown,,1
tiffjai,Unknown,,2
till-tietz,Unknown,,2
timHau,Unknown,,1
timaldred,Unknown,,1
time2codem8,Unknown,,1
timkiv-evgenytu,Unknown,,1
timothy-dillan,Unknown,,2
timothyklim,Unknown,,2
timsterzizzle,Unknown,,2
timzsu,Unknown,,3
tin2tin,Unknown,,1
